tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo
4,3/02/2025 12:51,1036802,24,31,Empleado,1520000,500000,45325,95.227787,770.0,9,2,0.0,12949.788,7877.0,0.0,5,2,2,1468719,Estable,1
4,28/12/2025 16:29,825357,6,32,Empleado,1948000,548000,126539,95.227787,746.0,2,2,0.0,15114.043,14299.0,0.0,2,0,0,2350990,Creciente,1
9,4/07/2025 16:49,5953795,9,31,Empleado,6000000,2900000,558164,95.227787,747.0,9,2,0.0,7773.479,52171.0,0.0,6,0,0,2223903,Creciente,1
4,2/02/2025 15:10,1708802,12,31,Independiente,1500000,400000,134084,95.227787,796.0,10,2,0.0,10983.174,6393.0,0.0,5,0,1,,,1
9,16/08/2025 13:00,2007816,10,40,Independiente,877803,228000,172715,95.227787,774.0,8,5,0.0,10544.81,12065.0,0.0,4,0,3,1066006,Creciente,1
4,7/05/2025 19:17,2577036,6,30,Empleado,8400000,4000000,385946,95.227787,789.0,5,5,0.0,65807.64,61560.0,0.0,3,1,0,6918738,Creciente,1
9,20/12/2024 17:19,2457859,11,29,Empleado,2800000,1500000,191228,95.227787,749.0,4,5,0.0,16894.56,29280.0,0.0,2,0,1,3724490,Creciente,1
4,28/04/2025 17:45,2560800,18,29,Empleado,3100000,900000,144824,95.227787,761.0,7,2,0.0,-3867.75,8595.0,0.0,6,0,1,3277971,Estable,1
9,15/08/2025 11:07,1761703,5,29,Empleado,4685833,861000,286549,95.227787,887.0,5,5,0.0,29481.795,34083.0,0.0,4,0,1,6425333,Creciente,1
4,12/08/2025 16:58,1869299,6,29,Empleado,2260000,796000,279953,95.227787,787.0,6,5,0.0,-258.225,4695.0,0.0,2,0,3,1958965,Creciente,1
4,25/03/2025 12:19,2239968,6,29,Independiente,7600000,1500000,333806,95.227787,777.0,4,6,0.0,11632.218,7849.0,0.0,1,0,1,1976621,Creciente,1
9,23/04/2025 11:41,3160779,9,29,Independiente,3200000,1000000,295896,95.227787,802.0,4,2,0.0,125.28,96.0,0.0,3,0,0,,,1
4,27/12/2024 13:24,1112401,10,29,Independiente,3000000,1900000,102864,11.590855,754.0,1,2,0.0,75.036,74.0,0.0,0,0,0,836601,Creciente,0
4,26/12/2024 13:34,1884840,10,29,Empleado,1200000,300000,174231,95.227787,714.0,7,8,0.0,-4198.012,11017.0,0.0,4,1,1,1117465,Creciente,1
9,2/07/2025 17:11,6382232,9,29,Empleado,3000000,2000000,598330,95.227787,764.0,1,2,0.0,0,0.0,0.0,0,0,0,950105,Creciente,1
9,14/02/2025 16:14,3785092,11,29,Empleado,4000000,2500000,294826,95.227787,897.0,4,7,0.0,205250.045,35011.0,0.0,4,0,0,2997643,Creciente,1
9,28/12/2024 16:42,2630200,9,29,Empleado,4500000,2500000,245638,95.227787,789.0,0,5,0.0,0,,,0,0,0,2740531,Decreciente,1
4,10/01/2025 17:03,2640001,6,29,Independiente,6000000,4000000,391962,95.227787,843.0,9,4,0.0,105609.956,119942.0,0.0,6,0,2,1170268,Creciente,1
9,27/06/2025 12:03,3929059,9,28,Independiente,4000000,2000000,368346,95.227787,765.0,4,3,0.0,1977.248,1552.0,0.0,3,0,0,1600000,Estable,1
9,6/02/2025 13:19,2453281,10,39,Independiente,7000000,5000000,208076,91.99794,752.0,3,5,0.0,149.468,79.0,0.0,1,0,0,820701,Creciente,1
9,6/09/2025 17:50,3098747,11,28,Independiente,4206000,1714000,250143,95.227787,732.0,5,3,0.0,-17736.188,71035.0,0.0,3,1,0,3220915,Creciente,1
9,2/11/2025 10:28,2294541,10,28,Independiente,3420000,755000,201310,95.227787,772.0,3,9,0.0,9297.666,6377.0,0.0,2,0,0,1250000,Creciente,1
9,6/03/2025 17:01,2033713,10,27,Empleado,2500000,1000000,172671,95.227787,797.0,1,2,0.0,355.509,627.0,0.0,1,0,0,6667513,Creciente,1
9,17/12/2025 15:00,1282879,10,28,Empleado,4512000,1258000,113718,95.227787,842.0,7,1,0.0,4693.275,28340.0,0.0,4,1,1,1199308,Decreciente,1
4,27/12/2024 12:20,512016,6,26,Independiente,3800000,400000,75994,95.227787,796.0,7,7,0.0,23670.728,37167.0,0.0,3,1,0,,,1
9,18/07/2025 16:09,6239233,10,26,Independiente,5000000,3000000,532520,95.227787,770.0,8,4,0.0,167902.518,49829.0,0.0,4,0,3,,,1
4,22/01/2026 20:10,2412001,36,27,Empleado,3677000,2000,92085,95.227787,833.0,3,1,0.0,556.012,607.0,0.0,3,0,0,3274490,Estable,1
9,9/07/2025 16:43,2048178,9,25,Empleado,3000000,1000000,192015,95.227787,744.0,3,4,0.0,44223.522,28294.0,0.0,0,0,2,7500000,Creciente,1
9,15/05/2025 15:05,2797386,9,25,Independiente,3800000,1500000,261877,95.227787,689.0,11,6,0.0,49875.672,26004.0,0.0,5,0,3,1215503,Decreciente,1
9,19/06/2025 18:51,3375535,9,25,Empleado,3000000,800000,316303,95.227787,706.0,3,3,0.0,15772.185,11115.0,0.0,2,0,0,33334,Estable,1
4,21/09/2025 09:28,1683000,10,25,Empleado,3540000,1285000,161092,95.227787,777.0,5,5,0.0,-5592.762,54831.0,0.0,2,0,2,3656758,Creciente,1
9,5/07/2025 11:15,1449985,9,24,Empleado,2000000,500000,135675,88.229786,695.0,2,2,0.0,-445.014,3321.0,0.0,1,0,0,,,1
4,8/08/2025 12:50,2662801,6,24,Empleado,4300000,1000000,394813,95.227787,728.0,5,3,0.0,29730.458,28423.0,0.0,2,1,2,1423272,Creciente,1
4,11/03/2025 17:49,3231420,12,24,Independiente,2500000,0,253854,95.227787,824.0,5,4,0.0,8.19,1638.0,0.0,2,0,2,,,1
9,4/10/2025 10:49,4263671,10,24,Independiente,2000000,1113000,369641,95.227787,685.0,15,21,0.0,58333.8,96900.0,0.0,8,0,4,981705,Creciente,1
4,20/09/2025 13:27,3600000,36,24,Empleado,2230000,493000,129370,95.227787,736.0,3,4,0.0,-1161.972,10759.0,0.0,1,0,2,975052,Creciente,1
9,26/12/2024 18:42,1999677,9,23,Independiente,2000000,1000000,186753,49.53267,664,1,0,0,0,0,,0,0,1,,,0
4,25/12/2024 11:18,3111600,24,33,Independiente,3800000,1700000,136165,42.871538,720.0,7,4,0.0,-7246.98,22230.0,0.0,1,1,2,908526,Estable,0
4,29/12/2025 12:54,4170434,12,24,Empleado,2876000,0,346231,95.227787,736.0,2,2,0.0,1188.59,2665.0,0.0,2,0,0,4721790,Creciente,1
4,5/08/2025 13:07,668402,8,28,Empleado,2000000,100000,77286,95.227787,724.0,8,8,0.0,24551.335,15335.0,0.0,1,0,7,1451277,Creciente,1
9,2/05/2025 18:23,880035,10,36,Empleado,1500000,800000,74836,95.227787,734.0,9,4,0.0,6435.77,7135.0,0.0,1,0,8,,,1
4,16/01/2025 14:02,1044001,18,31,Empleado,1300000,100000,57929,95.227787,824.0,5,7,0.0,961.7,815.0,0.0,2,0,2,1533039,Creciente,1
4,1/08/2025 14:04,1668002,6,36,Independiente,1000000,0,251931,95.227787,796.0,1,4,0.0,0,0.0,0.0,0,0,0,988889,Creciente,1
4,18/03/2025 17:39,5601961,24,37,Empleado,5000000,1100000,245460,95.227787,773.0,7,7,0.0,21551.152,15952.0,0.0,4,0,2,5852875,Decreciente,1
4,14/01/2025 18:08,2183640,12,35,Empleado,3500000,1500000,151642,95.227787,767.0,5,3,0.0,-65090.736,0.0,0.0,1,0,0,3286125,Creciente,1
9,18/12/2024 12:21,2053630,10,32,Empleado,3000000,2000000,173905,42.888527,707,3,3,0,1778.728,1288,,0,0,3,,,0
4,27/03/2025 16:21,1033201,6,32,Empleado,1400000,300000,153970,95.227787,763.0,17,7,0.0,38118.712,6245.0,0.0,2,1,11,1115112,Creciente,1
4,25/03/2025 18:07,1215068,6,31,Empleado,2000000,400000,181072,95.227787,739.0,2,3,0.0,815.556,438.0,0.0,0,0,1,,,1
4,30/08/2025 16:32,1636706,6,29,Independiente,908526,1327000,247206,95.227787,722.0,9,9,0.0,-6612.273,13704.0,0.0,1,0,5,908526,Estable,1
4,14/01/2025 11:57,2107082,12,25,Empleado,2000000,700000,146325,95.227787,793.0,5,2,0.0,26810.498,14422.0,0.0,3,0,0,166667,Creciente,1
9,4/09/2025 08:40,950183,11,25,Empleado,2652000,1303000,81598,95.227787,632.0,8,4,0.0,569.067,19623.0,0.0,2,1,4,880000,Creciente,1
4,30/03/2025 13:51,672002,6,31,Independiente,3000000,1200000,99901,95.227787,800.0,1,3,0.0,343.491,183.0,0.0,0,0,1,,,1
4,16/01/2025 10:27,3716822,12,30,Independiente,5000000,2000000,291282,95.227787,766.0,8,3,0.0,1400.217,897.0,0.0,6,0,0,,,1
4,30/12/2024 17:50,2412001,12,36,Empleado,2200000,800000,189811,84.730786,771.0,7,3,0.0,13189.095,20385.0,0.0,1,1,1,3123631,Creciente,1
4,22/08/2025 12:29,2255220,6,34,Empleado,3580000,2132000,337750,95.227787,787.0,3,8,0.0,220.127,877.0,0.0,2,0,1,981705,Creciente,1
9,17/05/2025 15:23,1604401,3,32,Independiente,5000000,2000000,426107,95.227787,747.0,13,5,0.0,122169.684,171106.0,0.0,3,0,9,1817052,Estable,1
9,13/08/2025 12:56,6080058,10,31,Empleado,1500000,5775000,518935,95.227787,807.0,5,8,0.0,32165.768,98668.0,0.0,5,0,0,1500000,Estable,1
4,24/01/2025 19:06,600001,6,28,Empleado,1300000,200000,89258,95.227787,722.0,3,4,0.0,16186.62,5230.0,0.0,0,2,1,904895,Creciente,1
4,23/12/2024 11:33,1401600,12,27,Independiente,2500000,100000,110024,91.99794,734.0,3,4,0.0,438.438,1001.0,0.0,0,0,3,,,1
4,25/07/2025 13:43,819601,12,26,Empleado,1408672,435000,66101,95.227787,784.0,4,2,0.0,8340.03,5865.0,0.0,3,0,1,1235261,Creciente,1
4,24/04/2025 17:53,1368209,6,24,Independiente,6000000,1000000,204238,95.227787,787.0,4,5,0.0,5852.352,5984.0,0.0,1,0,2,,,1
9,12/01/2025 15:34,1709909,10,30,Empleado,3107583,1495000,145026,95.227787,797.0,4,2,0.0,30922.32,21624.0,0.0,1,1,0,908526,Estable,1
4,31/12/2024 18:36,2760000,18,35,Empleado,2000000,500000,152472,89.979287,724.0,3,5,0.0,-5744.466,19539.0,0.0,1,0,1,1449875,Creciente,1
4,23/12/2024 14:53,718800,8,33,Empleado,1500000,700000,81550,95.227787,783.0,0,2,0.0,0,,,0,0,0,783063,Estable,1
4,24/06/2025 10:33,683582,6,31,Independiente,2200000,800000,102758,95.227787,735.0,2,6,0.0,9190.4,5744.0,0.0,1,0,1,908526,Estable,1
9,14/04/2025 09:16,1839302,11,36,Empleado,3000000,1800000,155990,95.227787,906.0,5,3,0.0,76343.204,87953.0,0.0,3,0,0,3331345,Creciente,1
4,20/07/2025 16:16,4320002,36,35,Independiente,2500000,150000,148365,-11.828705,763.0,2,4,0.0,0,0.0,0.0,0,0,1,986666,Estable,0
9,29/11/2024 17:51,1681832,4,33,Empleado,2500000,1500000,337397,95.227787,774.0,2,2,0.0,78.019,1279.0,0.0,1,0,0,1370131,Creciente,1
4,18/05/2025 12:28,480001,6,33,Empleado,2500000,500000,71887,95.227787,770.0,8,10,0.0,74485.845,55545.0,0.0,4,1,2,3967704,Decreciente,1
9,8/10/2025 11:37,3468285,10,33,Independiente,1989000,816000,300685,95.227787,815.0,6,6,0.0,18337.027,9697.0,0.0,5,0,0,931394,Creciente,1
4,28/12/2024 14:08,1536001,12,32,Empleado,3000000,600000,120575,60.310656,749.0,1,3,0.0,3076.95,0.0,0.0,0,0,1,,,0
4,10/01/2025 17:26,6600002,36,31,Empleado,8500000,2000000,213362,95.227787,747.0,31,3,0.0,103697.552,60571.0,0.0,30,0,0,1706666,Creciente,1
9,25/05/2025 10:09,1166157,10,30,Independiente,3000000,2000000,99272,95.227787,784.0,4,4,0.0,22426.56,57504.0,0.0,2,0,1,908526,Creciente,1
9,7/03/2025 17:38,976639,10,28,Empleado,2000000,1000000,82921,95.227787,747.0,5,2,0.0,58219.412,16965.0,0.0,0,3,2,1658310,Creciente,1
4,28/12/2024 18:26,1463880,12,27,Empleado,2000000,300000,101658,89.629386,802.0,3,1,0.0,-253.368,2346.0,0.0,1,0,2,1240068,Creciente,1
9,26/07/2025 18:03,3665420,10,27,Empleado,3000000,1500000,312845,95.227787,829.0,1,2,0.0,-454.48,3952.0,0.0,1,0,0,2884465,Creciente,1
4,23/01/2025 18:39,3600001,24,26,Empleado,3000000,600000,158254,95.227787,746.0,4,4,0.0,16020.566,21562.0,0.0,4,0,0,2060000,Estable,1
9,6/06/2025 17:24,1319977,10,25,Empleado,3000000,2000000,112366,95.227787,866.0,3,2,0.0,-20.878,1898.0,0.0,1,0,1,3991316,Creciente,1
4,27/05/2025 13:49,1560001,12,24,Empleado,2000000,500000,125266,95.227787,729.0,5,4,0.0,15727.491,13444.0,0.0,3,1,0,1298528,Creciente,1
4,25/09/2025 09:43,1866638,24,24,Empleado,3320000,658000,87938,95.227787,722.0,8,11,0.0,1059.24,18915.0,0.0,4,1,0,1582836,Creciente,1
4,28/10/2025 13:57,983406,12,36,Independiente,2390000,474000,80140,95.227787,748.0,5,8,0.0,8693.896,7418.0,0.0,1,0,2,921363,Decreciente,1
4,30/11/2025 17:37,876001,8,30,Empleado,2630000,408000,103555,95.227787,776.0,5,7,0.0,244.08,432.0,0.0,0,0,2,946300,Creciente,1
9,13/02/2025 12:34,2573456,10,31,Empleado,2000000,1200000,218269,95.227787,775.0,1,4,0.0,-2487.75,9951.0,0.0,0,1,0,1207011,Creciente,1
4,21/12/2024 13:35,3342841,12,31,Empleado,2000000,450000,262301,95.227787,795.0,2,7,0.0,2848.59,5105.0,0.0,0,1,1,651857,Creciente,1
9,9/04/2025 15:42,3109111,9,32,Empleado,2600000,1600000,290781,95.227787,743.0,5,3,0.0,24369.465,21585.0,0.0,1,0,2,,,1
9,11/01/2025 12:25,2714128,4,29,Empleado,4000000,2000000,544885,95.227787,841.0,0,3,0.0,0,,,0,0,0,3921106,Creciente,1
4,29/04/2025 14:09,996001,12,35,Independiente,2500000,800000,79439,95.227787,725.0,5,2,0.0,20073.078,21309.0,0.0,4,0,1,,,1
4,9/02/2025 13:37,2313601,12,33,Empleado,3000000,1700000,181766,95.227787,815.0,6,2,0.0,71616.75,95489.0,0.0,5,0,1,946692,Decreciente,1
4,25/08/2025 17:04,2771879,6,31,Empleado,1990000,992000,417261,95.227787,778.0,7,3,0.0,5972.56,54296.0,0.0,2,1,3,1638802,Creciente,1
4,28/01/2025 18:14,2130001,12,30,Empleado,2900000,350000,167827,95.227787,769.0,4,2,0.0,75371.499,60249.0,0.0,2,2,0,3580311,Decreciente,1
4,6/01/2025 08:13,1632001,8,28,Empleado,1000000,100000,185479,95.227787,769.0,1,2,0.0,0,0.0,0.0,0,0,0,1118800,Decreciente,1
4,28/11/2025 12:45,976372,12,26,Empleado,1612000,0,81630,95.227787,697.0,0,2,0.0,0,,,0,0,0,1074888,Creciente,1
4,24/03/2025 17:45,1601880,12,34,Empleado,2000000,400000,126007,95.227787,812.0,2,2,0.0,217.14,1645.0,0.0,0,0,1,825710,Creciente,1
9,27/06/2025 11:51,2457109,10,32,Independiente,2700000,1080000,209276,95.227787,763.0,7,10,0.0,21483,31500.0,0.0,2,0,3,950105,Creciente,1
9,1/05/2025 11:28,3298496,9,27,Independiente,3000000,2000000,312145,95.227787,756.0,2,4,0.0,335.75,170.0,0.0,0,0,1,912121,Decreciente,1
4,2/02/2025 10:42,835080,6,33,Empleado,1200000,200000,124032,95.227787,725.0,4,7,0.0,-49.504,364.0,0.0,1,0,3,1142204,Creciente,1
4,27/04/2025 18:37,838140,6,32,Empleado,2000000,500000,124481,95.227787,760.0,3,2,0.0,-248.248,595.0,0.0,1,0,0,,,1
9,15/01/2025 08:58,2394385,9,32,Empleado,6000000,3000000,223615,95.227787,780.0,6,4,0.0,5805.075,3211.0,0.0,2,0,2,1817052,Estable,1
4,2/07/2025 15:21,3600002,18,34,Empleado,3000000,1600000,206840,95.227787,833.0,2,2,0.0,1937.988,1066.0,0.0,1,0,1,,,1
4,7/06/2025 14:17,420001,6,34,Independiente,1500000,500000,62466,95.227787,813.0,8,3,0.0,3190,5500.0,0.0,3,0,4,,,1
4,17/02/2025 12:35,3874682,36,33,Empleado,2000000,1000000,125282,95.227787,782.0,1,4,0.0,39806.94,22812.0,0.0,1,0,0,2019197,Creciente,1
4,14/11/2025 08:20,2640000,36,32,Empleado,1820000,331000,99249,95.227787,861.0,2,1,0.0,-1037.901,2397.0,0.0,1,1,0,1146250,Creciente,1
9,26/04/2025 15:00,1124552,10,32,Empleado,4700000,2000000,95630,95.227787,797.0,0,4,0.0,0,,,0,0,0,1000000,Decreciente,1
4,22/01/2025 11:57,3191881,12,32,Empleado,2000000,500000,221658,95.227787,779.0,7,6,0.0,12835.62,10187.0,0.0,1,3,1,1603431,Creciente,1
4,10/04/2025 17:49,1686061,10,31,Empleado,5000000,2000000,156021,95.227787,772.0,4,4,0.0,43592.913,47957.0,0.0,1,0,1,939017,Creciente,1
4,16/05/2025 09:18,1311600,12,30,Empleado,6444000,1500000,104627,95.227787,742.0,5,3,0.0,-13475.824,33356.0,0.0,0,4,1,2583183,Creciente,1
4,18/07/2025 16:25,1958760,6,28,Empleado,1500000,1000000,290398,95.227787,765.0,2,2,0.0,43.646,139.0,0.0,1,0,0,1088229,Creciente,1
4,17/08/2025 17:36,2838000,6,24,Empleado,6000000,2000000,427644,95.227787,749.0,3,3,0.0,1916.304,3848.0,0.0,2,0,1,732877,Creciente,1
4,15/01/2025 13:20,2196002,12,24,Independiente,1700000,400000,172301,95.227787,797.0,0,4,0.0,0,,,0,0,0,763975,Decreciente,1
4,29/03/2025 10:31,3360000,24,35,Independiente,3000000,1000000,148910,95.227787,744.0,10,3,0.0,11191.818,24706.0,0.0,5,0,1,,,1
9,25/05/2025 11:11,964019,4,33,Independiente,2000000,700000,193865,95.227787,765.0,3,2,0.0,2340.52,16718.0,0.0,2,0,1,,,1
9,9/05/2025 17:03,964021,8,31,Independiente,2000000,700000,100588,95.227787,757.0,4,1,0.0,10926.712,6338.0,0.0,0,1,0,,,1
4,22/12/2024 10:49,2544001,12,27,Empleado,2100000,1000000,199702,95.227787,805.0,4,3,0.0,18204.09,20710.0,0.0,1,1,0,839698,Decreciente,1
4,17/05/2025 13:44,780002,8,28,Independiente,2500000,900000,89488,90.562453,725.0,4,3,0.0,22227.616,14779.0,0.0,1,1,1,469405,Creciente,1
9,13/02/2025 17:23,1504639,11,34,Empleado,3100000,1600000,117199,95.227787,783.0,5,2,0.0,19001.136,32648.0,0.0,0,0,3,916148,Creciente,1
4,25/03/2025 17:49,884629,6,30,Independiente,3200000,800000,131838,95.227787,765.0,2,2,0.0,0,0.0,0.0,0,0,0,856787,Creciente,1
9,11/07/2025 09:54,1839747,9,33,Independiente,5000000,2500000,174350,95.227787,797.0,7,4,0.0,-57909.056,124804.0,0.0,6,0,0,3836949,Creciente,1
9,30/04/2025 08:40,2483208,10,34,Empleado,4000000,1800000,211167,95.227787,805.0,5,7,0.0,35579.452,37217.0,0.0,3,0,0,2193599,Decreciente,1
4,3/07/2025 19:01,2220000,10,29,Empleado,4000000,1200000,204849,95.227787,820.0,6,5,0.0,-22086.415,45539.0,0.0,3,0,2,5110741,Creciente,1
4,23/01/2025 15:55,1029241,6,31,Empleado,2200000,500000,152605,95.227787,788.0,5,5,0.0,37299.51,40107.0,0.0,4,0,0,3104613,Decreciente,1
4,3/04/2025 13:04,1078141,6,30,Empleado,1600000,350000,160133,95.227787,716.0,5,3,0.0,10845.428,12973.0,0.0,1,0,1,1159921,Decreciente,1
4,20/01/2025 13:57,2884561,12,29,Empleado,3000000,1000000,200317,95.227787,749.0,5,8,0.0,8047.911,8121.0,0.0,2,0,0,908526,Estable,1
4,28/02/2025 14:18,828000,6,29,Empleado,1500000,400000,123398,95.227787,770.0,8,2,0.0,1550.465,10003.0,0.0,2,0,4,874611,Creciente,1
4,28/10/2025 12:30,7308697,36,25,Empleado,3130000,611000,264672,95.227787,780.0,4,4,0.0,23329.28,16640.0,0.0,3,0,0,1310852,Creciente,1
4,21/01/2025 10:51,2054280,12,36,Empleado,2000000,400000,142658,95.227787,779.0,1,3,0.0,-20120.016,0.0,0.0,1,0,0,1625000,Creciente,1
4,27/01/2026 11:19,476321,6,30,Empleado,1774000,43000,73639,95.227787,772.0,2,4,0.0,0,0.0,0.0,0,0,1,1999775,Creciente,1
10,6/01/2025 17:28,8640001,36,28,Empleado,1300000,400000,279360,95.227787,795.0,1,2,0.0,0,0.0,0.0,1,0,0,738934,Creciente,1
9,27/08/2025 10:22,878881,6,27,Empleado,1000000,2218000,120902,95.227787,752.0,8,3,0.0,35647.443,65169.0,0.0,5,1,2,939333,Creciente,1
4,8/12/2024 12:19,798002,6,35,Empleado,2949000,800000,118308,95.227787,719.0,11,4,0.0,106615.02,54874.0,0.0,7,0,1,4780750,Creciente,1
9,19/09/2025 15:05,2213972,9,32,Empleado,7750000,2981000,209446,95.227787,672.0,21,19,0.0,55447.119,67701.0,0.0,10,0,9,973011,Creciente,1
4,1/01/2025 12:11,2040001,12,34,Independiente,2000000,200000,160061,95.227787,810.0,1,4,0.0,21600,20000.0,0.0,1,0,0,,,1
4,19/01/2025 16:45,2137080,12,30,Empleado,2265000,1500000,148408,95.227787,784.0,11,10,79.0,6211.08,14580.0,0.0,5,0,2,2918639,Creciente,1
4,21/09/2025 15:23,4667762,6,37,Independiente,1790000,191000,705007,95.227787,769.0,2,3,0.0,3386.958,2083.0,0.0,2,0,0,,,1
4,19/08/2025 14:24,2856360,6,27,Empleado,5780000,1932000,427779,95.227787,787.0,3,12,0.0,-1140.19,60010.0,0.0,1,1,0,3408056,Creciente,1
4,3/01/2025 11:12,779880,12,28,Empleado,1600000,300000,61372,95.227787,726.0,2,10,0.0,9.52,35.0,0.0,0,0,0,73880,Creciente,1
4,28/07/2025 16:50,904535,12,30,Empleado,2654131,682000,73260,95.227787,741.0,6,3,0.0,30169.746,42469.0,0.0,2,3,0,2735889,Creciente,1
4,20/01/2026 14:34,2412001,36,31,Empleado,1960000,503000,92085,95.227787,692.0,5,1,0.0,4516.935,6063.0,0.0,1,1,1,1580338,Decreciente,1
9,22/05/2025 18:22,2076515,10,29,Independiente,1500000,1200000,176768,95.227787,750.0,2,1,0.0,2415.86,6070.0,0.0,1,0,0,1612112,Creciente,1
4,25/05/2025 14:35,6098400,36,37,Empleado,6000000,3000000,205841,95.227787,744.0,7,9,0.0,-1356,11300.0,0.0,3,0,2,1800000,Creciente,1
9,5/07/2025 18:33,759124,10,34,Empleado,1300000,600000,64656,95.227787,861.0,2,2,0.0,0,0.0,0.0,2,0,0,2820005,Creciente,1
4,3/12/2024 10:42,2100002,8,26,Empleado,1900000,800000,237966,95.227787,719.0,4,9,0.0,5147.208,3201.0,0.0,1,0,1,781592,Creciente,1
4,23/01/2025 10:56,1409634,12,26,Empleado,2500000,750000,110930,95.227787,795.0,2,4,0.0,29050.718,21583.0,0.0,2,0,0,722494,Creciente,1
4,10/05/2025 10:13,1259975,8,30,Empleado,3200000,500000,144554,95.227787,745.0,13,10,0.0,-4280.312,18856.0,0.0,5,0,6,941789,Decreciente,1
4,18/06/2025 11:19,1800001,12,29,Empleado,1800000,500000,141767,95.227787,800.0,3,3,0.0,6904.224,6288.0,0.0,1,0,1,646778,Decreciente,1
4,9/05/2025 15:29,492000,6,26,Empleado,1200000,350000,73684,95.227787,727.0,4,9,0.0,74.536,847.0,0.0,0,0,2,1291295,Decreciente,1
9,26/04/2025 17:05,2516006,9,34,Empleado,1800000,1000000,235536,91.728786,748.0,2,8,0.0,-8975.592,21999.0,0.0,0,1,0,847957,Creciente,1
4,24/01/2025 11:23,3759960,24,32,Empleado,2200000,700000,163977,95.227787,720.0,10,9,0.0,9250.912,28204.0,0.0,5,0,1,1686151,Decreciente,1
4,4/02/2025 13:20,3682321,24,40,Empleado,6000000,1000000,160977,95.227787,764.0,13,9,0.0,81434.074,59834.0,0.0,4,1,3,5119068,Creciente,1
4,21/07/2025 16:26,2400001,20,31,Empleado,2500000,600000,121740,95.227787,743.0,7,7,0.0,57163.448,38468.0,0.0,3,1,1,2550751,Creciente,1
9,13/09/2025 16:36,2985536,11,32,Empleado,1299000,256000,235876,95.227787,804.0,4,3,0.0,550.235,553.0,0.0,1,0,2,,,1
4,25/05/2025 12:47,2883241,12,35,Empleado,2500000,1000000,227897,95.227787,756.0,7,7,0.0,131095.44,95760.0,0.0,4,0,1,,,1
4,25/05/2025 12:03,4587300,10,28,Empleado,6000000,1950000,425128,95.227787,735.0,10,6,0.0,-32136.384,143466.0,0.0,5,0,3,5599949,Decreciente,1
4,28/01/2025 15:23,1323601,12,25,Empleado,1900000,300000,103858,95.227787,710.0,5,7,0.0,117748.8,88400.0,0.0,3,0,1,1280666,Creciente,1
9,16/07/2025 18:08,1946364,9,36,Independiente,5000000,4000000,182819,95.227787,751.0,11,10,0.0,-6590.551,16193.0,0.0,1,0,6,983889,Creciente,1
9,3/10/2025 15:42,1694012,2,27,Empleado,1750000,104000,671860,95.227787,733.0,2,2,0.0,0,0.0,0.0,0,0,0,,,1
4,30/11/2024 16:29,612001,6,27,Empleado,1000000,200000,90857,95.227787,734.0,4,6,0.0,42120.738,70554.0,0.0,3,0,1,2000000,Estable,1
4,18/02/2025 15:46,4366321,12,36,Empleado,7200000,3000000,342610,91.028987,822.0,4,1,0.0,22970.465,16165.0,0.0,2,0,0,4945812,Creciente,1
4,22/01/2025 16:19,2739889,12,34,Empleado,1580000,320000,214722,95.227787,784.0,5,2,0.0,0,0.0,0.0,0,1,0,1135051,Creciente,1
4,31/08/2025 18:43,3038880,12,34,Independiente,2607000,1296000,243922,95.227787,785.0,5,6,0.0,-9883.296,19926.0,0.0,4,0,0,1939366,Creciente,1
4,21/04/2025 14:32,3135600,12,33,Independiente,4500000,1000000,246346,95.227787,798.0,3,7,0.0,-27253.448,64277.0,0.0,1,1,0,,,1
4,5/02/2025 16:01,3610320,18,33,Empleado,2500000,700000,199466,95.227787,790.0,7,7,0.0,-5234.244,14786.0,0.0,2,2,1,919960,Creciente,1
4,21/01/2025 08:01,3929820,24,33,Empleado,3250000,2000000,171190,95.227787,731.0,12,3,0.0,19711.052,79486.0,0.0,6,0,0,3261000,Creciente,1
4,14/01/2025 08:05,978000,6,30,Empleado,2000000,1000000,145008,95.227787,821.0,7,7,0.0,2209.823,18263.0,0.0,5,0,0,1803291,Decreciente,1
4,30/05/2025 17:05,4852801,6,30,Independiente,8000000,2500000,723222,95.227787,778.0,3,1,0.0,17532.437,22109.0,0.0,1,1,0,,,1
4,25/02/2026 14:39,3585961,12,31,Empleado,3375000,0,299805,95.227787,767.0,4,7,0.0,360.528,296.0,0.0,3,0,0,2340752,Creciente,1
4,9/10/2025 14:24,2120400,6,28,Empleado,2040000,513000,320670,95.227787,768.0,5,6,0.0,359.05,1670.0,0.0,2,0,2,2471046,Creciente,1
4,12/12/2024 18:43,1565881,6,28,Empleado,3900000,1000000,232417,95.227787,740.0,8,5,0.0,7417.344,14048.0,0.0,5,0,2,3072311,Estable,1
4,19/01/2025 17:49,840000,12,27,Empleado,3000000,1800000,58333,95.227787,789.0,4,4,0.0,1554.483,6559.0,0.0,3,0,0,1506646,Decreciente,1
